date,close
2012-07-24,94.63
2012-07-25,94.97
2012-07-26,95.79
2012-07-27,96.29
2012-07-30,95.78
2012-07-31,96.03
2012-08-01,96.2
2012-08-02,96.64
2012-08-03,95.85
2012-08-06,96.99
2012-08-07,97.58
2012-08-08,96.68
2012-08-09,96.53
2012-08-10,96.12
2012-08-13,96.61
2012-08-14,97.14
2012-08-15,96.98
2012-08-16,97.38
2012-08-17,97.97
2012-08-20,97.82
2012-08-21,98.81
2012-08-22,98.65
2012-08-23,98.68
2012-08-24,98.16
2012-08-27,98.71
2012-08-28,98.59
2012-08-29,98.63
2012-08-30,98.63
2012-08-31,98.96
2012-09-03,98.43
2012-09-04,98.58
2012-09-05,98.67
2012-09-06,99.36
2012-09-07,100.26
2012-09-10,99.98
2012-09-11,99.7
2012-09-12,100.45
2012-09-13,100.24
2012-09-14,102.24
2012-09-17,102.61
2012-09-18,102.64
2012-09-19,102.38
2012-09-20,101.21
2012-09-21,101.58
2012-09-24,100.79
2012-09-25,100.57
2012-09-26,99.82
2012-09-27,99.98
2012-09-28,100.37
2012-10-01,100.42
2012-10-02,101.02
2012-10-03,101.1
2012-10-04,101.88
2012-10-05,102.02
2012-10-08,101.45
2012-10-09,101.35
2012-10-10,100.94
2012-10-11,101.26
2012-10-12,101.7
2012-10-15,102.1
2012-10-16,102.94
2012-10-17,103.23
2012-10-18,104.01
2012-10-19,103.27
2012-10-22,104.27
2012-10-23,103.84
2012-10-24,103.33
2012-10-25,104.15
2012-10-26,103.15
2012-10-29,102.69
2012-10-30,103
2012-10-31,103.78
2012-11-01,103.82
2012-11-02,103.55
2012-11-05,102.6
2012-11-06,102.6
2012-11-07,102.11
2012-11-08,101.74
2012-11-09,100.44
2012-11-12,101.13
2012-11-13,100.93
2012-11-14,102
2012-11-15,103.66
2012-11-16,103.44
2012-11-19,103.6
2012-11-20,104.39
2012-11-21,105.49
2012-11-22,106.42
2012-11-23,106.19
2012-11-26,106.47
2012-11-27,106.46
2012-11-28,105.44
2012-11-29,106.72
2012-11-30,107.37
2012-12-03,107.36
2012-12-04,107.28
2012-12-05,107.31
2012-12-06,107.66
2012-12-07,106.19
2012-12-10,106.23
2012-12-11,107.11
2012-12-12,108.12
2012-12-13,109.18
2012-12-14,109.55
2012-12-17,110.39
2012-12-18,110.53
2012-12-19,112.36
2012-12-20,111.52
2012-12-21,110.99
2012-12-24,111.64
2012-12-27,113.87
2012-12-28,113.5
2012-12-31,113.61
2013-01-02,115.38
2013-01-03,113.93
2013-01-04,114.96
2013-01-07,114.48
2013-01-08,114.56
2013-01-09,114.34
2013-01-10,115.76
2013-01-11,118.18
2013-01-14,119.1
2013-01-15,118.04
2013-01-16,117.06
2013-01-17,119.32
2013-01-18,119.87
2013-01-21,119.37
2013-01-22,118.18
2013-01-23,117.98
2013-01-24,119.73
2013-01-25,122.71
2013-01-28,122.21
2013-01-29,121.52
2013-01-30,123.55
2013-01-31,123.32
2013-02-01,125.78
2013-02-04,125.63
2013-02-05,126.33
2013-02-06,126.48
2013-02-07,126.88
2013-02-08,123.52
2013-02-11,125.12
2013-02-12,126.6
2013-02-13,125.95
2013-02-14,124.39
2013-02-15,124.03
2013-02-18,125.24
2013-02-19,124.81
2013-02-20,125.09
2013-02-21,122.85
2013-02-22,122.98
2013-02-25,125
2013-02-26,120.2
2013-02-27,120.06
2013-02-28,121.07
2013-03-01,120.53
2013-03-04,121.67
2013-03-05,121.45
2013-03-06,121.85
2013-03-07,122.8
2013-03-08,125.5
2013-03-11,124.91
2013-03-12,125.25
2013-03-13,124.59
2013-03-14,124.79
2013-03-15,125.56
2013-03-18,122.88
2013-03-19,123.49
2013-03-20,123.69
2013-03-21,122.95
2013-03-22,122.85
2013-03-25,122.55
2013-03-26,121.25
2013-03-27,120.3
2013-03-28,120.87
2013-04-02,119.79
2013-04-03,119.96
2013-04-04,122.31
2013-04-05,124.49
2013-04-08,128.46
2013-04-09,128.92
2013-04-10,129.69
2013-04-11,130.39
2013-04-12,129.54
2013-04-15,127.83
2013-04-16,128.37
2013-04-17,128.61
2013-04-18,128.4
2013-04-19,130.21
2013-04-22,130
2013-04-23,128.56
2013-04-24,129.46
2013-04-25,129.67
2013-04-26,128.13
2013-04-29,128.27
2013-04-30,127.35
2013-05-02,129.04
2013-05-03,128.6
2013-05-06,130.18
2013-05-07,129.98
2013-05-08,129.89
2013-05-09,129.8
2013-05-10,131.94
2013-05-13,132.01
2013-05-14,131.88
2013-05-15,132.04
2013-05-16,132.15
2013-05-17,131.87
2013-05-20,131.86
2013-05-21,132.33
2013-05-22,133.26
2013-05-23,131.07
2013-05-24,131.25
2013-05-27,130.59
2013-05-28,131.98
2013-05-29,130.9
2013-05-30,131.7
2013-05-31,130.47
2013-06-03,130.37
2013-06-04,131.28
2013-06-05,130.13
2013-06-06,129.96
2013-06-07,126.81
2013-06-10,130.47
2013-06-11,128.6
2013-06-12,128.3
2013-06-13,125.36
2013-06-14,126.37
2013-06-17,126.36
2013-06-18,127.55
2013-06-19,127.44
2013-06-20,129.26
2013-06-21,128.66
2013-06-24,128.54
2013-06-25,127.79
2013-06-26,127.33
2013-06-27,127.93
2013-06-28,129.39
2013-07-01,129.99
2013-07-02,130.08
2013-07-03,128.85
2013-07-04,129.64
2013-07-05,128.97
2013-07-08,130.04
2013-07-09,130.07
2013-07-10,128.44
2013-07-11,129.63
2013-07-12,129.75
2013-07-15,130.68
2013-07-16,130.35
2013-07-17,131.15
2013-07-18,131.22
2013-07-19,131.67
2013-07-22,131.47
2013-07-23,131.91
2013-07-24,132.6
2013-07-25,131.81
2013-07-26,130.84
2013-07-29,129.91
2013-07-30,129.99
2013-07-31,130
2013-08-01,130.69
2013-08-02,131.78
2013-08-05,130.62
2013-08-06,130.27
2013-08-07,129.21
2013-08-08,128.68
2013-08-09,128.96
2013-08-12,128.66
2013-08-13,130.27
2013-08-14,130.17
2013-08-15,130.48
2013-08-16,130.03
2013-08-19,130.72
2013-08-20,130.33
2013-08-21,130.52
2013-08-22,131.45
2013-08-23,132.35
2013-08-26,131.74
2013-08-27,130.07
2013-08-28,130.1
2013-08-29,130.34
2013-08-30,130.01
2013-09-02,131.09
2013-09-03,130.98
2013-09-04,131.06
2013-09-05,131.64
2013-09-06,130.71
2013-09-09,131.3
2013-09-10,132.8
2013-09-11,132.96
2013-09-12,132.18
2013-09-13,132.43
2013-09-16,132.05
2013-09-17,132.44
2013-09-18,132.18
2013-09-19,134.09
2013-09-20,134.57
2013-09-23,133.59
2013-09-24,132.92
2013-09-25,133.14
2013-09-26,133.41
2013-09-27,133.28
2013-09-30,131.78
2013-10-01,132.6
2013-10-02,131.76
2013-10-03,132.81
2013-10-04,132.03
2013-10-07,131.46
2013-10-08,131.94
2013-10-09,131.55
2013-10-10,132.37
2013-10-11,133.38
2013-10-14,133.19
2013-10-15,132.89
2013-10-16,133.38
2013-10-17,133.64
2013-10-18,133.73
2013-10-21,134.17
2013-10-22,134.52
2013-10-23,133.95
2013-10-24,134.32
2013-10-25,134.15
2013-10-28,134.65
2013-10-29,134.88
2013-10-30,135.11
2013-10-31,133.99
2013-11-01,132.9
2013-11-04,133.28
2013-11-05,132.59
2013-11-06,133.33
2013-11-07,132
2013-11-08,131.58
2013-11-11,132.86
2013-11-12,133.87
2013-11-13,133.27
2013-11-14,134.26
2013-11-15,134.99
2013-11-18,135.23
2013-11-19,134.89
2013-11-20,135.2
2013-11-21,135.83
2013-11-22,136.74
2013-11-25,137.57
2013-11-26,137.34
2013-11-27,138.43
2013-11-28,139.06
2013-11-29,139.21
2013-12-02,139.16
2013-12-03,139.31
2013-12-04,139.31
2013-12-05,138.73
2013-12-06,139.63
2013-12-09,141.33
2013-12-10,141.35
2013-12-11,141.22
2013-12-12,141.51
2013-12-13,141.93
2013-12-16,141.87
2013-12-17,141.61
2013-12-18,141.61
2013-12-19,142.55
2013-12-20,142.66
2013-12-23,142.38
2013-12-24,142.66
2013-12-27,145.02
2013-12-30,145.02
2013-12-31,144.72
2014-01-02,143.82
2014-01-03,142.46
2014-01-06,142.28
2014-01-07,142.43
2014-01-08,142.33
2014-01-09,142.92
2014-01-10,142.67
2014-01-13,141.37
2014-01-14,141.62
2014-01-15,141.86
2014-01-16,142.21
2014-01-17,141.8
2014-01-20,141.05
2014-01-21,141.58
2014-01-22,141.57
2014-01-23,141.99
2014-01-24,140.18
2014-01-27,140.39
2014-01-28,140.61
2014-01-29,139.73
2014-01-30,139.28
2014-01-31,138.13
2014-02-03,137.82
2014-02-04,137.05
2014-02-05,136.78
2014-02-06,136.93
2014-02-07,138.79
2014-02-10,139.26
2014-02-11,140
2014-02-12,138.89
2014-02-13,139.42
2014-02-14,139.48
2014-02-17,139.6
2014-02-18,140.77
2014-02-19,140.08
2014-02-20,139.91
2014-02-21,140.5
2014-02-24,140.69
2014-02-25,140.65
2014-02-26,140.5
2014-02-27,139.15
2014-02-28,140.63
2014-03-03,139.51
2014-03-04,140.2
2014-03-05,140.71
2014-03-06,141.22
2014-03-07,143.02
2014-03-10,143.39
2014-03-11,143.05
2014-03-12,142.68
2014-03-13,143.3
2014-03-14,140.63
2014-03-17,141.45
2014-03-18,141.1
2014-03-19,141.31
2014-03-20,140.85
2014-03-21,141.07
2014-03-24,141.05
2014-03-25,141.22
2014-03-26,141.25
2014-03-27,140.75
2014-03-28,140.9
2014-03-31,142.42
2014-04-01,142.53
2014-04-02,143.03
2014-04-03,143.12
2014-04-04,142.33
2014-04-07,141.65
2014-04-08,140.9
2014-04-09,140.73
2014-04-10,141
2014-04-11,140.69
2014-04-14,140.87
2014-04-15,140.62
2014-04-16,141.55
2014-04-17,141.57
2014-04-22,141.69
2014-04-23,141.46
2014-04-24,141.63
2014-04-25,141.05
2014-04-28,141.85
2014-04-29,142.03
2014-04-30,142.07
2014-05-02,142.06
2014-05-05,141.44
2014-05-06,141.89
2014-05-07,141.68
2014-05-08,141.95
2014-05-09,140.14
2014-05-12,140.31
2014-05-13,140.25
2014-05-14,139.65
2014-05-15,139.17
2014-05-16,138.95
2014-05-19,138.79
2014-05-20,138.88
2014-05-21,138.18
2014-05-22,138.96
2014-05-23,138.92
2014-05-26,138.97
2014-05-27,139.01
2014-05-28,138.73
2014-05-29,138.34
2014-05-30,138.36
2014-06-02,138.94
2014-06-03,139.64
2014-06-04,139.78
2014-06-05,139.24
2014-06-06,139.71
2014-06-09,139.39
2014-06-10,138.63
2014-06-11,138.19
2014-06-12,138.12
2014-06-13,138.08
2014-06-16,137.81
2014-06-17,138.4
2014-06-18,138.65
2014-06-19,138.82
2014-06-20,138.68
2014-06-23,138.46
2014-06-24,138.8
2014-06-25,138.73
2014-06-26,138.49
2014-06-27,138.09
2014-06-30,138.44
2014-07-01,138.98
2014-07-02,138.65
2014-07-03,139.06
2014-07-04,138.67
2014-07-07,138.53
2014-07-08,138.26
2014-07-09,138.38
2014-07-10,137.87
2014-07-11,137.75
2014-07-14,138.29
2014-07-15,138.28
2014-07-16,137.73
2014-07-17,137.27
2014-07-18,137.07
2014-07-21,136.97
2014-07-22,136.93
2014-07-23,136.51
2014-07-24,136.97
2014-07-25,136.97
2014-07-28,136.74
2014-07-29,137.04
2014-07-30,137.05
2014-07-31,137.66
2014-08-01,137.92
2014-08-04,137.72
2014-08-05,137.46
2014-08-06,136.58
2014-08-07,136.76
2014-08-08,136.45
2014-08-11,136.72
2014-08-12,136.49
2014-08-13,136.89
2014-08-14,136.99
2014-08-15,137.33
2014-08-18,137.22
2014-08-19,137.12
2014-08-20,137.23
2014-08-21,137.71
2014-08-22,137.7
2014-08-25,137.13
2014-08-26,137.15
2014-08-27,136.88
2014-08-28,136.68
2014-08-29,137.11
2014-09-01,136.97
2014-09-02,137.63
2014-09-03,138.11
2014-09-04,136.89
2014-09-05,136.27
2014-09-08,136.32
2014-09-09,136.9
2014-09-10,137.9
2014-09-11,138.38
2014-09-12,138.72
2014-09-15,138.48
2014-09-16,138.67
2014-09-17,139.05
2014-09-18,140.11
2014-09-19,139.84
2014-09-22,140.09
2014-09-23,139.87
2014-09-24,139.5
2014-09-25,138.88
2014-09-26,138.93
2014-09-29,138.97
2014-09-30,138.11
2014-10-01,138.53
2014-10-02,137.47
2014-10-03,137.46
2014-10-06,137.25
2014-10-07,136.9
2014-10-08,136.97
2014-10-09,137.37
2014-10-10,136.27
2014-10-13,135.95
2014-10-14,135.29
2014-10-15,135.5
2014-10-16,134.95
2014-10-17,136.45
2014-10-20,136.62
2014-10-21,136.2
2014-10-22,135.79
2014-10-23,136.42
2014-10-24,136.64
2014-10-27,136.76
2014-10-28,137.45
2014-10-29,137.75
2014-10-30,137.27
2014-10-31,140.18
2014-11-03,142.19
2014-11-04,141.96
2014-11-05,143.21
2014-11-06,143.33
2014-11-07,142.89
2014-11-10,142.56
2014-11-11,143.88
2014-11-12,143.63
2014-11-13,143.87
2014-11-14,144.94
2014-11-17,145.3
2014-11-18,145.91
2014-11-19,147.45
2014-11-20,148.25
2014-11-21,146.46
2014-11-24,146.82
2014-11-25,146.66
2014-11-26,146.91
2014-11-27,146.67
2014-11-28,147.69
2014-12-01,147.62
2014-12-02,148.08
2014-12-03,147.2
2014-12-04,147.64
2014-12-05,149.03
2014-12-08,148.45
2014-12-09,148.02
2014-12-10,147.33
2014-12-11,147.2
2014-12-12,147.41
2014-12-15,147.67
2014-12-16,145.79
2014-12-17,145.89
2014-12-18,145.96
2014-12-19,146.41
2014-12-22,147.06
2014-12-23,146.8
2014-12-24,147.07
2014-12-29,146.96
2014-12-30,145.41
2014-12-31,145.23
2015-01-02,145.21
2015-01-05,143
2015-01-06,141.69
2015-01-07,141.17
2015-01-08,141
2015-01-09,140.81
2015-01-12,140.56
2015-01-13,139.56
2015-01-14,137.48
2015-01-15,136.48
2015-01-16,135.06
2015-01-19,136.27
2015-01-20,137.37
2015-01-21,136.07
2015-01-22,136.7
2015-01-23,132.12
2015-01-26,133.03
2015-01-27,133.08
2015-01-28,133.7
2015-01-29,133.43
2015-01-30,133.08
2015-02-02,133.06
2015-02-03,133.48
2015-02-04,134.49
2015-02-05,133.98
2015-02-06,134.28
2015-02-09,133.72
2015-02-10,134.67
2015-02-11,135.5
2015-02-12,135.72
2015-02-13,135.46
2015-02-16,135.26
2015-02-17,135.61
2015-02-18,135.69
2015-02-19,135.52
2015-02-20,133.91
2015-02-23,134.5
2015-02-24,135.36
2015-02-25,134.92
2015-02-26,134.54
2015-02-27,134.05
2015-03-02,134.47
2015-03-03,133.74
2015-03-04,133.15
2015-03-05,133.1
2015-03-06,131.48
2015-03-09,131.31
2015-03-10,130.29
2015-03-11,128.33
2015-03-12,128.29
2015-03-13,128.41
2015-03-16,127.96
2015-03-17,128.9
2015-03-18,128.35
2015-03-19,129.12
2015-03-20,130.26
2015-03-23,130.8
2015-03-24,130.89
2015-03-25,131.13
2015-03-26,130.67
2015-03-27,129.39
2015-03-30,130.02
2015-03-31,128.95
2015-04-01,129.29
2015-04-02,129.59
2015-04-07,130.33
2015-04-08,130.09
2015-04-09,129.22
2015-04-10,127.32
2015-04-13,127.2
2015-04-14,126.67
2015-04-15,126.52
2015-04-16,127.64
2015-04-17,128.45
2015-04-20,127.68
2015-04-21,127.75
2015-04-22,128.45
2015-04-23,129.36
2015-04-24,129.36
2015-04-27,129.23
2015-04-28,130.09
2015-04-29,131.2
2015-04-30,133.26
2015-05-04,134.07
2015-05-05,133.92
2015-05-06,134.59
2015-05-07,134.72
2015-05-08,134.9
2015-05-11,133.64
2015-05-12,134.85
2015-05-13,134.31
2015-05-14,136.12
2015-05-15,135.78
2015-05-18,136.33
2015-05-19,134.36
2015-05-20,134.43
2015-05-21,134.79
2015-05-22,135.01
2015-05-25,133.39
2015-05-26,134.07
2015-05-27,134.37
2015-05-28,135.36
2015-05-29,135.95
2015-06-01,135.79
2015-06-02,137.52
2015-06-03,138.46
2015-06-04,140.47
2015-06-05,139.97
2015-06-08,139.84
2015-06-09,139.56
2015-06-10,138.69
2015-06-11,138.95
2015-06-12,138.78
2015-06-15,138.54
2015-06-16,138.42
2015-06-17,139.78
2015-06-18,139.94
2015-06-19,139.19
2015-06-22,139.8
2015-06-23,138.72
2015-06-24,138.93
2015-06-25,138.52
2015-06-26,138.58
2015-06-29,136.81
2015-06-30,137.01
2015-07-01,136.63
2015-07-02,136.82
2015-07-03,136.38
2015-07-06,135.11
2015-07-07,133.88
2015-07-08,133.88
2015-07-09,134.3
2015-07-10,136.88
2015-07-13,136.3
2015-07-14,136.02
2015-07-15,135.95
2015-07-16,134.9
2015-07-17,135.01
2015-07-20,134.83
2015-07-21,135.17
2015-07-22,134.98
2015-07-23,136.15
2015-07-24,135.7
2015-07-27,136.23
2015-07-28,136.46
2015-07-29,136.5
2015-07-30,136.25
2015-07-31,136.34
2015-08-03,136.07
2015-08-04,136.07
2015-08-05,135.23
2015-08-06,135.94
2015-08-07,136.43
2015-08-10,136.67
2015-08-11,137.99
2015-08-12,138.45
2015-08-13,138.23
2015-08-14,138.7
2015-08-17,138.22
2015-08-18,137.44
2015-08-19,137.31
2015-08-20,138.5
2015-08-21,138.4
2015-08-24,137.8
2015-08-25,137.84
2015-08-26,136.46
2015-08-27,135.62
2015-08-28,136.16
2015-08-31,136.07
2015-09-01,134.87
2015-09-02,135.21
2015-09-03,134.98
2015-09-04,132.82
2015-09-07,133.09
2015-09-08,133.82
2015-09-09,134.65
2015-09-10,135.38
2015-09-11,136.02
2015-09-14,136.04
2015-09-15,135.44
2015-09-16,135.45
2015-09-17,136.76
2015-09-18,136.31
2015-09-21,135.5
2015-09-22,133.75
2015-09-23,134.03
2015-09-24,134.48
2015-09-25,134.92
2015-09-28,134.13
2015-09-29,134.38
2015-09-30,134.69
2015-10-01,133.56
2015-10-02,134.24
2015-10-05,135.07
2015-10-06,135.07
2015-10-07,135.3
2015-10-08,134.92
2015-10-09,136.65
2015-10-12,136.61
2015-10-13,136.16
2015-10-14,136.48
2015-10-15,135.23
2015-10-16,135.25
2015-10-19,135.29
2015-10-20,136.16
2015-10-21,136.3
2015-10-22,135.49
2015-10-23,133.8
2015-10-26,133.26
2015-10-27,133.06
2015-10-28,133.38
2015-10-29,132.3
2015-10-30,132.88
2015-11-02,133.02
2015-11-03,132.65
2015-11-04,132.45
2015-11-05,132.65
2015-11-06,132.41
2015-11-09,133.08
2015-11-10,131.98
2015-11-11,131.9
2015-11-12,131.92
2015-11-13,132.04
2015-11-16,132.01
2015-11-17,131.49
2015-11-18,131.65
2015-11-19,131.6
2015-11-20,131.28
2015-11-23,130.92
2015-11-24,130.52
2015-11-25,129.94
2015-11-26,130.06
2015-11-27,129.75
2015-11-30,130.22
2015-12-01,130.57
2015-12-02,130.7
2015-12-03,131.58
2015-12-04,134.08
2015-12-07,133.4
2015-12-08,133.64
2015-12-09,134.04
2015-12-10,132.97
2015-12-11,133.02
2015-12-14,132.54
2015-12-15,132.97
2015-12-16,133.18
2015-12-17,132.82
2015-12-18,131.6
2015-12-21,131.93
2015-12-22,132.42
2015-12-23,131.92
2015-12-24,131.83
2015-12-28,132.05
2015-12-29,131.88
2015-12-30,131.66
2015-12-31,131.07
2016-01-04,129.78
2016-01-05,127.88
2016-01-06,127.19
2016-01-07,127.74
2016-01-08,128.51
2016-01-11,128.33
2016-01-12,127.79
2016-01-13,127.74
2016-01-14,128.26
2016-01-15,127.8
2016-01-18,127.78
2016-01-19,128.12
2016-01-20,127.28
2016-01-21,127.43
2016-01-22,127.77
2016-01-25,128.07
2016-01-26,128.22
2016-01-27,128.91
2016-01-28,129.62
2016-01-29,132.25
2016-02-01,131.99
2016-02-02,131.84
2016-02-03,130.58
2016-02-04,131.49
2016-02-05,130.71
2016-02-08,129.11
2016-02-09,129.07
2016-02-10,129.42
2016-02-11,127.3
2016-02-12,127.07
2016-02-15,127.6
2016-02-16,127.02
2016-02-17,127.1
2016-02-18,126.17
2016-02-19,125.4
2016-02-22,124.85
2016-02-23,123.12
2016-02-24,122.86
2016-02-25,124.01
2016-02-26,124.42
2016-02-29,123.14
2016-03-01,122.94
2016-03-02,124.07
2016-03-03,124.23
2016-03-04,124.77
2016-03-07,124.45
2016-03-08,124.6
2016-03-09,123.63
2016-03-10,123.87
2016-03-11,126.17
2016-03-14,126.36
2016-03-15,125.36
2016-03-16,125.68
2016-03-17,126.28
2016-03-18,125.79
2016-03-21,125.94
2016-03-22,125.13
2016-03-23,126.01
2016-03-24,125.41
2016-03-29,127.13
2016-03-30,127.37
2016-03-31,127.9
2016-04-01,128.07
2016-04-04,126.97
2016-04-05,125.81
2016-04-06,125.13
2016-04-07,123.15
2016-04-08,123.36
2016-04-11,123.28
2016-04-12,123.44
2016-04-13,123.47
2016-04-14,123.09
2016-04-15,122.91
2016-04-18,122.32
2016-04-19,124.1
2016-04-20,124.2
2016-04-21,124.5
2016-04-22,124.86
2016-04-25,124.95
2016-04-26,125.45
2016-04-27,125.79
2016-04-28,122.84
2016-04-29,122.34
2016-05-02,122.47
2016-05-03,122.53
2016-05-04,122.62
2016-05-05,122.51
2016-05-06,122.23
2016-05-09,123.39
2016-05-10,124.12
2016-05-11,124.09
2016-05-12,124.5
2016-05-13,123.56
2016-05-16,123.27
2016-05-17,123.93
2016-05-18,123.38
2016-05-19,123.17
2016-05-20,123.81
2016-05-23,122.7
2016-05-24,122.56
2016-05-25,122.79
2016-05-26,122.93
2016-05-27,122.46
2016-05-30,123.85
2016-05-31,123.83
2016-06-01,122.07
2016-06-02,121.96
2016-06-03,121.47
2016-06-06,121.58
2016-06-07,122.16
2016-06-08,121.77
2016-06-09,120.72
2016-06-10,120.79
2016-06-13,119.51
2016-06-14,118.98
2016-06-15,119.29
2016-06-16,116.65
2016-06-17,117.34
2016-06-20,118.57
2016-06-21,118.39
2016-06-22,118.01
2016-06-23,120.38
2016-06-24,113.23
2016-06-27,111.8
2016-06-28,113.4
2016-06-29,113.85
2016-06-30,114.05
2016-07-01,114.29
2016-07-04,114.29
2016-07-05,113.5
2016-07-06,111.48
2016-07-07,111.9
2016-07-08,111.17
2016-07-11,113.23
2016-07-12,115.29
2016-07-13,115.82
2016-07-14,117.88
2016-07-15,117.63
2016-07-18,116.82
2016-07-19,117.2
2016-07-20,117.33
2016-07-21,117.05
2016-07-22,116.86
2016-07-25,116.64
2016-07-26,114.67
2016-07-27,116.23
2016-07-28,116.14
2016-07-29,114.83
2016-08-01,114.28
2016-08-02,113.72
2016-08-03,113.22
2016-08-04,112.66
2016-08-05,112.73
2016-08-08,113.59
2016-08-09,113.27
2016-08-10,113.09
2016-08-11,113.05
2016-08-12,113.77
2016-08-15,112.97
2016-08-16,112.74
2016-08-17,113.53
2016-08-18,113.6
2016-08-19,113.53
2016-08-22,113.73
2016-08-23,113.48
2016-08-24,112.95
2016-08-25,113.45
2016-08-26,113.33
2016-08-29,114.24
2016-08-30,114.27
2016-08-31,115.01
2016-09-01,115.59
2016-09-02,115.83
2016-09-05,115.24
2016-09-06,115.39
2016-09-07,114.23
2016-09-08,114.8
2016-09-09,115.85
2016-09-12,114.38
2016-09-13,114.98
2016-09-14,115.37
2016-09-15,114.98
2016-09-16,114.35
2016-09-19,113.65
2016-09-20,113.93
2016-09-21,112.49
2016-09-22,113.19
2016-09-23,113.02
2016-09-26,113.11
2016-09-27,112.52
2016-09-28,112.93
2016-09-29,113.88
2016-09-30,113.09
2016-10-03,113.9
2016-10-04,114.5
2016-10-05,115.65
2016-10-06,116
2016-10-07,115.44
2016-10-10,115.39
2016-10-11,114.9
2016-10-12,114.5
2016-10-13,114.49
2016-10-14,114.76
2016-10-17,114.46
2016-10-18,114.37
2016-10-19,113.49
2016-10-20,113.76
2016-10-21,112.96
2016-10-24,113.29
2016-10-25,113.65
2016-10-26,113.97
2016-10-27,114.39
2016-10-28,115.1
2016-10-31,114.97
2016-11-01,115.57
2016-11-02,114.62
2016-11-03,114.25
2016-11-04,114.24
2016-11-07,115.4
2016-11-08,115.66
2016-11-09,114.54
2016-11-10,116.4
2016-11-11,115.96
2016-11-14,116.27
2016-11-15,116.55
2016-11-16,117.25
2016-11-17,117.12
2016-11-18,116.95
2016-11-21,117.59
2016-11-22,117.74
2016-11-23,118.04
2016-11-24,119.43
2016-11-25,119.73
2016-11-28,119.25
2016-11-29,119.48
2016-11-30,120.48
2016-12-01,121.39
2016-12-02,121.2
2016-12-05,122.32
2016-12-06,122.28
2016-12-07,122.42
2016-12-08,122.61
2016-12-09,121.48
2016-12-12,122.69
2016-12-13,122.27
2016-12-14,122.39
2016-12-15,123.03
2016-12-16,123.38
2016-12-19,122.19
2016-12-20,122.43
2016-12-21,122.31
